PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Label
15380473,spatial and temporal gene expression profiling of the contused rat spinal cord,"Aimone JB, Leasure JL, Perreau VM, Thallmair M; Christopher Reeve Paralysis Foundation Research Consortium.",Exp Neurol. 2004 Oct;189(2):204-21. doi: 10.1016/j.expneurol.2004.05.042.,Aimone JB,Exp Neurol,2004,2004/09/24,,,10.1016/j.expneurol.2004.05.042,0
17298388,temporal change in gene expression in the rat dentate gyrus following passive avoidance learning,"O'Sullivan NC, McGettigan PA, Sheridan GK, Pickering M, Conboy L, O'Connor JJ, Moynagh PN, Higgins DG, Regan CM, Murphy KJ.",J Neurochem. 2007 May;101(4):1085-98. doi: 10.1111/j.1471-4159.2006.04418.x. Epub 2007 Feb 9.,O'Sullivan NC,J Neurochem,2007,2007/02/15,,,10.1111/j.1471-4159.2006.04418.x,1
12591507,temporal changes in regeneration-associated gene expression in cryopreserved rat vascular grafts,"Kiji T, Dohi Y, Nishizaki K, Sakaguchi H, Nagasaka S, Naito H, Yonemasu K, Taniguchi S.",Transplant Proc. 2003 Feb;35(1):506-8. doi: 10.1016/s0041-1345(02)03921-0.,Kiji T,Transplant Proc,2003,2003/02/20,,,10.1016/s0041-1345(02)03921-0,1
26786896,analysis of spatial-temporal gene expression patterns reveals dynamics and regionalization in developing mouse brain,"Chou SJ, Wang C, Sintupisut N, Niou ZX, Lin CH, Li KC, Yeang CH.",Sci Rep. 2016 Jan 20;6:19274. doi: 10.1038/srep19274.,Chou SJ,Sci Rep,2016,2016/01/21,PMC4726224,,10.1038/srep19274,1
22001697,longitudinal analysis of gene expression and behaviour in the hdhq150 mouse model of huntington's disease,"Giles P, Elliston L, Higgs GV, Brooks SP, Dunnett SB, Jones L.",Brain Res Bull. 2012 Jun 1;88(2-3):199-209. doi: 10.1016/j.brainresbull.2011.10.001. Epub 2011 Oct 6.,Giles P,Brain Res Bull,2012,2011/10/18,,,10.1016/j.brainresbull.2011.10.001,1
18673548,temporal gene expression profiling reveals cebpd as a candidate regulator of brain disease in prosaposin deficient mice,"Sun Y, Jia L, Williams MT, Zamzow M, Ran H, Quinn B, Aronow BJ, Vorhees CV, Witte DP, Grabowski GA.",BMC Neurosci. 2008 Aug 1;9:76. doi: 10.1186/1471-2202-9-76.,Sun Y,BMC Neurosci,2008,2008/08/05,PMC2518924,,10.1186/1471-2202-9-76,0
11867088,temporal classification of drosophila segmentation gene expression patterns by the multi-valued neural recognition method,"Aizenberg I, Myasnikova E, Samsonova M, Reinitz J.",Math Biosci. 2002 Mar;176(1):145-59. doi: 10.1016/s0025-5564(01)00104-3.,Aizenberg I,Math Biosci,2002,2002/02/28,,,10.1016/s0025-5564(01)00104-3,1
20957030,temporal gene expression profiling during rat femoral marrow ablation-induced intramembranous bone regeneration,"Wise JK, Sena K, Vranizan K, Pollock JF, Healy KE, Hughes WF, Sumner DR, Virdi AS.",PLoS One. 2010 Oct 1;5(10):e12987. doi: 10.1371/journal.pone.0012987.,Wise JK,PLoS One,2010,2010/10/20,PMC2948496,,10.1371/journal.pone.0012987,1
27252981,a dataset for assessing temporal changes in gene expression during the aging process of adult drosophila melanogaster,"Carlson KA, Zhang C, Harshman LG.",Data Brief. 2016 May 6;7:1652-7. doi: 10.1016/j.dib.2016.04.072. eCollection 2016 Jun.,Carlson KA,Data Brief,2016,2016/06/03,PMC4874455,,10.1016/j.dib.2016.04.072,1
12915738,"identification of temporal patterns of gene expression in the uteri of immature, ovariectomized mice following exposure to ethynylestradiol","Fertuck KC, Eckel JE, Gennings C, Zacharewski TR.",Physiol Genomics. 2003 Oct 17;15(2):127-41. doi: 10.1152/physiolgenomics.00058.2003.,Fertuck KC,Physiol Genomics,2003,2003/08/14,,,10.1152/physiolgenomics.00058.2003,1
24570111,spatiotemporal pattern of rna-binding motif protein 3 expression after spinal cord injury in rats,"Zhao W, Xu D, Cai G, Zhu X, Qian M, Liu W, Cui Z.",Cell Mol Neurobiol. 2014 May;34(4):491-9. doi: 10.1007/s10571-014-0033-1. Epub 2014 Feb 26.,Zhao W,Cell Mol Neurobiol,2014,2014/02/27,,,10.1007/s10571-014-0033-1,0
19834762,a quantitative analysis of the spatiotemporal pattern of transient receptor potential gene expression in the developing mouse cochlea,"Asai Y, Holt JR, Géléoc GS.",J Assoc Res Otolaryngol. 2010 Mar;11(1):27-37. doi: 10.1007/s10162-009-0193-8. Epub 2009 Oct 16.,Asai Y,J Assoc Res Otolaryngol,2010,2009/10/17,PMC2820207,,10.1007/s10162-009-0193-8,1
27058953,temporal analysis of gene expression in the murine schwann cell lineage and the acutely injured postnatal nerve,"Balakrishnan A, Stykel MG, Touahri Y, Stratton JA, Biernaskie J, Schuurmans C.",PLoS One. 2016 Apr 8;11(4):e0153256. doi: 10.1371/journal.pone.0153256. eCollection 2016.,Balakrishnan A,PLoS One,2016,2016/04/09,PMC4826002,,10.1371/journal.pone.0153256,1
11268024,temporal effects of inactivty on myosin heavy chain gene expression in rat slow muscle,"Huey KA, Roy RR, Baldwin KM, Edgerton VR.",Muscle Nerve. 2001 Apr;24(4):517-26. doi: 10.1002/mus.1035.,Huey KA,Muscle Nerve,2001,2001/03/27,,,10.1002/mus.1035,1
33512584,spatiotemporal changes in the gene expression spectrum of the β2 adrenergic receptor signaling pathway in the lungs of rhesus monkeys,"Zheng Z, Cao B, Hu Y, Xie L, Gu L, Shi F, Liu H.",Lung. 2021 Feb;199(1):73-82. doi: 10.1007/s00408-021-00420-2. Epub 2021 Jan 29.,Zheng Z,Lung,2021,2021/01/29,PMC7870609,,10.1007/s00408-021-00420-2,0
12176734,global/temporal gene expression in diaphragm and hindlimb muscles of dystrophin-deficient (mdx) mice,"Rouger K, Le Cunff M, Steenman M, Potier MC, Gibelin N, Dechesne CA, Leger JJ.",Am J Physiol Cell Physiol. 2002 Sep;283(3):C773-84. doi: 10.1152/ajpcell.00112.2002.,Rouger K,Am J Physiol Cell Physiol,2002,2002/08/15,,,10.1152/ajpcell.00112.2002,0
34407144,rna-sequencing of avpv and arh reveals vastly different temporal and transcriptomic responses to estradiol in the female rat hypothalamus,"Mohr MA, Wong AM, Sukumar G, Dalgard CL, Hong W, Wu TJ, Wu YE, Micevych PE.",PLoS One. 2021 Aug 18;16(8):e0256148. doi: 10.1371/journal.pone.0256148. eCollection 2021.,Mohr MA,PLoS One,2021,2021/08/18,PMC8372949,,10.1371/journal.pone.0256148,1
11354012,temporal profiling of methamphetamine-induced changes in gene expression in the mouse brain: evidence from cdna array,"Cadet JL, Jayanthi S, McCoy MT, Vawter M, Ladenheim B.",Synapse. 2001 Jul;41(1):40-8. doi: 10.1002/syn.1058.,Cadet JL,Synapse,2001,2001/05/17,,,10.1002/syn.1058,1
26006773,temporal gene expression profiling of the rat knee joint capsule during immobilization-induced joint contractures,"Wong K, Sun F, Trudel G, Sebastiani P, Laneuville O.",BMC Musculoskelet Disord. 2015 May 26;16:125. doi: 10.1186/s12891-015-0588-0.,Wong K,BMC Musculoskelet Disord,2015,2015/05/27,PMC4443538,,10.1186/s12891-015-0588-0,1
12874102,dissection of temporal gene expression signatures of affected and spared muscle groups in dystrophin-deficient (mdx) mice,"Porter JD, Merriam AP, Leahy P, Gong B, Khanna S.",Hum Mol Genet. 2003 Aug 1;12(15):1813-21. doi: 10.1093/hmg/ddg197.,Porter JD,Hum Mol Genet,2003,2003/07/23,,,10.1093/hmg/ddg197,0
17725815,the temporal program of peripheral blood gene expression in the response of nonhuman primates to ebola hemorrhagic fever,"Rubins KH, Hensley LE, Wahl-Jensen V, Daddario DiCaprio KM, Young HA, Reed DS, Jahrling PB, Brown PO, Relman DA, Geisbert TW.",Genome Biol. 2007;8(8):R174. doi: 10.1186/gb-2007-8-8-r174.,Rubins KH,Genome Biol,2007,2007/08/30,PMC2375004,,10.1186/gb-2007-8-8-r174,1
12956730,acute stress increases calcium current amplitude in rat hippocampus: temporal changes in physiology and gene expression,"Joëls M, Velzing E, Nair S, Verkuyl JM, Karst H.",Eur J Neurosci. 2003 Sep;18(5):1315-24. doi: 10.1046/j.1460-9568.2003.02845.x.,Joëls M,Eur J Neurosci,2003,2003/09/06,,,10.1046/j.1460-9568.2003.02845.x,1
16371448,modeling glucocorticoid-mediated fetal lung maturation: ii. temporal patterns of gene expression in fetal rat lung,"Samtani MN, Pyszczynski NA, Dubois DC, Almon RR, Jusko WJ.",J Pharmacol Exp Ther. 2006 Apr;317(1):127-38. doi: 10.1124/jpet.105.095869. Epub 2005 Dec 21.,Samtani MN,J Pharmacol Exp Ther,2006,2005/12/24,,,10.1124/jpet.105.095869,1
16250055,temporal correlation of pathology and dna damage with gene expression in a choline-deficient model of rat liver injury,"Powell CL, Kosyk O, Bradford BU, Parker JS, Lobenhofer EK, Denda A, Uematsu F, Nakae D, Rusyn I.",Hepatology. 2005 Nov;42(5):1137-47. doi: 10.1002/hep.20910.,Powell CL,Hepatology,2005,2005/10/27,,,10.1002/hep.20910,1
15513911,hepatic temporal gene expression profiling in helicobacter hepaticus-infected a/jcr mice,"Boutin SR, Rogers AB, Shen Z, Fry RC, Love JA, Nambiar PR, Suerbaum S, Fox JG.",Toxicol Pathol. 2004 Nov-Dec;32(6):678-93. doi: 10.1080/01926230490524058.,Boutin SR,Toxicol Pathol,2004,2004/10/30,,,10.1080/01926230490524058,1
28250105,neuronal function of the mrna decapping complex determines survival of caenorhabditis elegans at high temperature through temporal regulation of heterochronic gene expression,"Borbolis F, Flessa CM, Roumelioti F, Diallinas G, Stravopodis DJ, Syntichaki P.",Open Biol. 2017 Mar;7(3):160313. doi: 10.1098/rsob.160313.,Borbolis F,Open Biol,2017,2017/03/03,PMC5376704,,10.1098/rsob.160313,0
23239992,a hormone receptor-based transactivator bridges different binary systems to precisely control spatial-temporal gene expression in drosophila,"Kuo SY, Tu CH, Hsu YT, Wang HD, Wen RK, Lin CT, Wu CL, Huang YT, Huang GS, Lan TH, Fu TF.",PLoS One. 2012;7(12):e50855. doi: 10.1371/journal.pone.0050855. Epub 2012 Dec 11.,Kuo SY,PLoS One,2012,2012/12/15,PMC3519826,,10.1371/journal.pone.0050855,0
22165895,muscle wasting and the temporal gene expression pattern in a novel rat intensive care unit model,"Llano-Diez M, Gustafson AM, Olsson C, Goransson H, Larsson L.",BMC Genomics. 2011 Dec 13;12:602. doi: 10.1186/1471-2164-12-602.,Llano-Diez M,BMC Genomics,2011,2011/12/15,PMC3266306,,10.1186/1471-2164-12-602,1
18670334,"characterization of intervertebral disc aging: longitudinal analysis of a rabbit model by magnetic resonance imaging, histology, and gene expression","Sowa G, Vadalà G, Studer R, Kompel J, Iucu C, Georgescu H, Gilbertson L, Kang J.",Spine (Phila Pa 1976). 2008 Aug 1;33(17):1821-8. doi: 10.1097/BRS.0b013e31817e2ce3.,Sowa G,Spine (Phila Pa 1976),2008,2008/08/02,,,10.1097/BRS.0b013e31817e2ce3,0
23576954,monocular inhibition reveals temporal and spatial changes in gene expression in the primary visual cortex of marmoset,"Nakagami Y, Watakabe A, Yamamori T.",Front Neural Circuits. 2013 Apr 9;7:43. doi: 10.3389/fncir.2013.00043. eCollection 2013.,Nakagami Y,Front Neural Circuits,2013,2013/04/12,PMC3620563,,10.3389/fncir.2013.00043,1
16160143,temporal and anatomic relationship between virus replication and cytokine gene expression after vaginal simian immunodeficiency virus infection,"Abel K, Rocke DM, Chohan B, Fritts L, Miller CJ.",J Virol. 2005 Oct;79(19):12164-72. doi: 10.1128/JVI.79.19.12164-12172.2005.,Abel K,J Virol,2005,2005/09/15,PMC1211549,,10.1128/JVI.79.19.12164-12172.2005,1
16678698,temporal changes in mouse aortic wall gene expression during the development of elastase-induced abdominal aortic aneurysms,"Van Vickle-Chavez SJ, Tung WS, Absi TS, Ennis TL, Mao D, Cobb JP, Thompson RW.",J Vasc Surg. 2006 May;43(5):1010-20. doi: 10.1016/j.jvs.2006.01.004.,Van Vickle-Chavez SJ,J Vasc Surg,2006,2006/05/09,,,10.1016/j.jvs.2006.01.004,1
11352398,temporal and spatial gene expression of major bone extracellular matrix molecules during embryonic mandibular osteogenesis in rats,"Zhu JX, Sasano Y, Takahashi I, Mizoguchi I, Kagayama M.",Histochem J. 2001 Jan;33(1):25-35. doi: 10.1023/a:1017587712914.,Zhu JX,Histochem J,2001,2001/05/16,,,10.1023/a:1017587712914,1
15800033,temporal and dose-dependent hepatic gene expression patterns in mice provide new insights into tcdd-mediated hepatotoxicity,"Boverhof DR, Burgoon LD, Tashiro C, Chittim B, Harkema JR, Jump DB, Zacharewski TR.",Toxicol Sci. 2005 Jun;85(2):1048-63. doi: 10.1093/toxsci/kfi162. Epub 2005 Mar 30.,Boverhof DR,Toxicol Sci,2005,2005/04/01,,,10.1093/toxsci/kfi162,1
12625453,temporal specific patterns of semaphorin gene expression in rat brain after kainic acid-induced status epilepticus,"Barnes G, Puranam RS, Luo Y, McNamara JO.",Hippocampus. 2003;13(1):1-20. doi: 10.1002/hipo.10041.,Barnes G,Hippocampus,2003,2003/03/11,,,10.1002/hipo.10041,0
16882882,temporal gene expression profiles of target-ablated olfactory epithelium in mice with disrupted expression of scavenger receptor a: impact on macrophages,"Getchell ML, Li H, Vaishnav RA, Borders AS, Witta J, Subhedar N, de Villiers W, Stromberg AJ, Getchell TV.",Physiol Genomics. 2006 Nov 27;27(3):245-63. doi: 10.1152/physiolgenomics.00261.2005. Epub 2006 Aug 1.,Getchell ML,Physiol Genomics,2006,2006/08/03,,,10.1152/physiolgenomics.00261.2005,1
15013133,temporal patterns of gene expression after acute hindlimb ischemia in mice: insights into the genomic program for collateral vessel development,"Lee CW, Stabile E, Kinnaird T, Shou M, Devaney JM, Epstein SE, Burnett MS.",J Am Coll Cardiol. 2004 Feb 4;43(3):474-82. doi: 10.1016/j.jacc.2003.09.033.,Lee CW,J Am Coll Cardiol,2004,2004/03/12,,,10.1016/j.jacc.2003.09.033,1
31920480,differential circular rna expression profiles following spinal cord injury in rats: a temporal and experimental analysis,"Wu R, Mao S, Wang Y, Zhou S, Liu Y, Liu M, Gu X, Yu B.",Front Neurosci. 2019 Dec 10;13:1303. doi: 10.3389/fnins.2019.01303. eCollection 2019.,Wu R,Front Neurosci,2019,2020/01/11,PMC6916439,,10.3389/fnins.2019.01303,0
23642095,temporal changes of cytochrome p450 (cyp) and eicosanoid-related gene expression in the rat brain after traumatic brain injury,"Birnie M, Morrison R, Camara R, Strauss KI.",BMC Genomics. 2013 May 4;14:303. doi: 10.1186/1471-2164-14-303.,Birnie M,BMC Genomics,2013,2013/05/07,PMC3658912,,10.1186/1471-2164-14-303,1
32611366,"comparative rna-seq transcriptome analyses reveal dynamic time-dependent effects of (56)fe, (16)o, and (28)si irradiation on the induction of murine hepatocellular carcinoma","Nia AM, Khanipov K, Barnette BL, Ullrich RL, Golovko G, Emmett MR.",BMC Genomics. 2020 Jul 1;21(1):453. doi: 10.1186/s12864-020-06869-4.,Nia AM,BMC Genomics,2020,2020/07/03,PMC7329445,,10.1186/s12864-020-06869-4,1
12691737,"temporal and spatial gene expression patterns after experimental stroke in a rat model and characterization of pc4, a potential regulator of transcription","Roth A, Gill R, Certa U.",Mol Cell Neurosci. 2003 Mar;22(3):353-64. doi: 10.1016/s1044-7431(02)00039-8.,Roth A,Mol Cell Neurosci,2003,2003/04/15,,,10.1016/s1044-7431(02)00039-8,0
11406817,spacrcan in the developing retina and pineal gland of the rat: spatial and temporal pattern of gene expression and protein synthesis,"Foletta VC, Nishiyama K, Rayborn ME, Shadrach KG, Young WS 3rd, Hollyfield JG.",J Comp Neurol. 2001 Jul 2;435(3):354-63. doi: 10.1002/cne.1035.,Foletta VC,J Comp Neurol,2001,2001/06/15,,,10.1002/cne.1035,0
25290009,temporal and anatomic patterns of immediate-early gene expression in the forebrain of c57bl/6 and dba/2 mice after morphine administration,"ZióŁkowska B, Gieryk A, Solecki W, PrzewŁocki R.",Neuroscience. 2015 Jan 22;284:107-124. doi: 10.1016/j.neuroscience.2014.09.069. Epub 2014 Oct 5.,ZióŁkowska B,Neuroscience,2015,2014/10/08,,,10.1016/j.neuroscience.2014.09.069,1
24767545,optic nerve crush induces spatial and temporal gene expression patterns in retina and optic nerve of balb/cj mice,"Sharma TP, McDowell CM, Liu Y, Wagner AH, Thole D, Faga BP, Wordinger RJ, Braun TA, Clark AF.",Mol Neurodegener. 2014 Apr 27;9:14. doi: 10.1186/1750-1326-9-14.,Sharma TP,Mol Neurodegener,2014,2014/04/29,PMC4113182,,10.1186/1750-1326-9-14,1
23585123,hippocampal gene expression profiling in a rat model of posttraumatic epilepsy reveals temporal upregulation of lipid metabolism-related genes,"Ueda Y, Kitamoto A, Willmore LJ, Kojima T.",Neurochem Res. 2013 Jul;38(7):1399-406. doi: 10.1007/s11064-013-1037-9. Epub 2013 Apr 13.,Ueda Y,Neurochem Res,2013,2013/04/16,,,10.1007/s11064-013-1037-9,0
34909450,wholemount in situ hybridization for spatial-temporal visualization of gene expression in early post-implantation mouse embryos,"Yang X, Chen Y, Song L, Zhang T, Jing N.",Bio Protoc. 2021 Nov 20;11(22):e4229. doi: 10.21769/BioProtoc.4229. eCollection 2021 Nov 20.,Yang X,Bio Protoc,2021,2021/12/15,PMC8635846,,10.21769/BioProtoc.4229,1
17881770,mapping gene expression changes in the fetal rat testis following acute dibutyl phthalate exposure defines a complex temporal cascade of responding cell types,"Johnson KJ, Hensley JB, Kelso MD, Wallace DG, Gaido KW.",Biol Reprod. 2007 Dec;77(6):978-89. doi: 10.1095/biolreprod.107.062950. Epub 2007 Sep 19.,Johnson KJ,Biol Reprod,2007,2007/09/21,,,10.1095/biolreprod.107.062950,1
20140217,lack of nachr activity depresses cochlear maturation and up-regulates gaba system components: temporal profiling of gene expression in alpha9 null mice,"Turcan S, Slonim DK, Vetter DE.",PLoS One. 2010 Feb 4;5(2):e9058. doi: 10.1371/journal.pone.0009058.,Turcan S,PLoS One,2010,2010/02/09,PMC2816210,,10.1371/journal.pone.0009058,0
16300643,"comprehensive regional and temporal gene expression profiling of the rat brain during the first 24 h after experimental stroke identifies dynamic ischemia-induced gene expression patterns, and reveals a biphasic activation of genes in surviving tissue","Rickhag M, Wieloch T, Gidö G, Elmér E, Krogh M, Murray J, Lohr S, Bitter H, Chin DJ, von Schack D, Shamloo M, Nikolich K.",J Neurochem. 2006 Jan;96(1):14-29. doi: 10.1111/j.1471-4159.2005.03508.x. Epub 2005 Nov 21.,Rickhag M,J Neurochem,2006,2005/11/23,,,10.1111/j.1471-4159.2005.03508.x,1
18413786,temporal gene expression profiling indicates early up-regulation of interleukin-6 in isoproterenol-induced myocardial necrosis in rat,"Mikaelian I, Coluccio D, Morgan KT, Johnson T, Ryan AL, Rasmussen E, Nicklaus R, Kanwal C, Hilton H, Frank K, Fritzky L, Wheeldon EB.",Toxicol Pathol. 2008 Feb;36(2):256-64. doi: 10.1177/0192623307312696. Epub 2008 Apr 15.,Mikaelian I,Toxicol Pathol,2008,2008/04/17,,,10.1177/0192623307312696,0
19693513,temporal and spatial patterns of gene expression in skeletal muscles in response to swim training in adult zebrafish (danio rerio),"LeMoine CM, Craig PM, Dhekney K, Kim JJ, McClelland GB.",J Comp Physiol B. 2010 Jan;180(1):151-60. doi: 10.1007/s00360-009-0398-5. Epub 2009 Aug 20.,LeMoine CM,J Comp Physiol B,2010,2009/08/21,,,10.1007/s00360-009-0398-5,0
12589942,temporal effect of tamoxifen on cytochrome p450 side chain cleavage gene expression and steroid concentration in adult male rats,"Parte P, Balasinor N, Gill-Sharma MK, Maitra A, Juneja HS.",J Steroid Biochem Mol Biol. 2002 Nov;82(4-5):349-58. doi: 10.1016/s0960-0760(02)00193-0.,Parte P,J Steroid Biochem Mol Biol,2002,2003/02/19,,,10.1016/s0960-0760(02)00193-0,1
12234667,structure and spatio temporal expression of the full length dna complementary to rna coding for alpha2 type i collagen of zebrafish,"Dubois GM, Haftek Z, Crozet C, Garrone R, Le Guellec D.",Gene. 2002 Jul 10;294(1-2):55-65. doi: 10.1016/s0378-1119(02)00770-9.,Dubois GM,Gene,2002,2002/09/18,,,10.1016/s0378-1119(02)00770-9,0
25633245,temporal gene expression in the hippocampus and peripheral organs to endotoxin-induced systemic inflammatory response in caspase-1-deficient mice,"Mastronardi CA, Paz-Filho G, Zanoni M, Molano-González N, Arcos-Burgos M, Licinio J, Wong ML.",Neuroimmunomodulation. 2015;22(4):263-73. doi: 10.1159/000368310. Epub 2015 Jan 24.,Mastronardi CA,Neuroimmunomodulation,2015,2015/01/31,PMC4710542,NIHMS631247,10.1159/000368310,1
12124437,temporal patterns of cytokine and apoptosis-related gene expression in spinal cords of the g93a-sod1 mouse model of amyotrophic lateral sclerosis,"Hensley K, Floyd RA, Gordon B, Mou S, Pye QN, Stewart C, West M, Williamson K.",J Neurochem. 2002 Jul;82(2):365-74. doi: 10.1046/j.1471-4159.2002.00968.x.,Hensley K,J Neurochem,2002,2002/07/19,,,10.1046/j.1471-4159.2002.00968.x,0
23800383,progressive morphological changes and impaired retinal function associated with temporal regulation of gene expression after retinal ischemia/reperfusion injury in mice,"Kim BJ, Braun TA, Wordinger RJ, Clark AF.",Mol Neurodegener. 2013 Jun 22;8:21. doi: 10.1186/1750-1326-8-21.,Kim BJ,Mol Neurodegener,2013,2013/06/27,PMC3695831,,10.1186/1750-1326-8-21,0
12125044,spatial and temporal profile of haloperidol-induced immediate-early gene expression and phosphocreb binding in the dorsal and ventral striatum of amphetamine-sensitized rats,"Hsieh HC, Li HY, Lin MY, Chiou YF, Lin SY, Wong CH, Chen JC.",Synapse. 2002 Sep 15;45(4):230-44. doi: 10.1002/syn.10099.,Hsieh HC,Synapse,2002,2002/07/19,,,10.1002/syn.10099,1
18512788,glucocorticoid excess in mice results in early activation of osteoclastogenesis and adipogenesis and prolonged suppression of osteogenesis: a longitudinal study of gene expression in bone tissue from glucocorticoid-treated mice,"Yao W, Cheng Z, Busse C, Pham A, Nakamura MC, Lane NE.",Arthritis Rheum. 2008 Jun;58(6):1674-86. doi: 10.1002/art.23454.,Yao W,Arthritis Rheum,2008,2008/06/03,PMC3892702,NIHMS541657,10.1002/art.23454,1
31236525,investigation of temporal and spatial heterogeneities of the immune responses to bordetella pertussis infection in the lung and spleen of mice via analysis and modeling of dynamic microarray gene expression data,"Deng N, Ramirez JC, Carey M, Miao H, Arias CA, Rice AP, Wu H.",Infect Dis Model. 2019 Jun 7;4:215-226. doi: 10.1016/j.idm.2019.06.001. eCollection 2019.,Deng N,Infect Dis Model,2019,2019/06/26,PMC6579965,,10.1016/j.idm.2019.06.001,1
14681298,temporal gene expression profiling of dystrophin-deficient (mdx) mouse diaphragm identifies conserved and muscle group-specific mechanisms in the pathogenesis of muscular dystrophy,"Porter JD, Merriam AP, Leahy P, Gong B, Feuerman J, Cheng G, Khanna S.",Hum Mol Genet. 2004 Feb 1;13(3):257-69. doi: 10.1093/hmg/ddh033. Epub 2003 Dec 17.,Porter JD,Hum Mol Genet,2004,2003/12/19,,,10.1093/hmg/ddh033,0
12390893,"spatiotemporal expression of epidermal growth factor receptor messenger rna and protein in the hamster ovary: follicle stage-specific differential modulation by follicle-stimulating hormone, luteinizing hormone, estradiol, and progesterone","Garnett K, Wang J, Roy SK.",Biol Reprod. 2002 Nov;67(5):1593-604. doi: 10.1095/biolreprod.102.005470.,Garnett K,Biol Reprod,2002,2002/10/23,,,10.1095/biolreprod.102.005470,0
12444044,spatial and temporal patterns of expression of 11beta-hydroxysteroid dehydrogenase types 1 and 2 messenger rna and glucocorticoid receptor protein in the murine placenta and uterus during late pregnancy,"Thompson A, Han VK, Yang K.",Biol Reprod. 2002 Dec;67(6):1708-18. doi: 10.1095/biolreprod.102.005488.,Thompson A,Biol Reprod,2002,2002/11/22,,,10.1095/biolreprod.102.005488,0
27003632,temporal progression of pneumonic plague in blood of nonhuman primate: a transcriptomic analysis,"Hammamieh R, Muhie S, Borschel R, Gautam A, Miller SA, Chakraborty N, Jett M.",PLoS One. 2016 Mar 22;11(3):e0151788. doi: 10.1371/journal.pone.0151788. eCollection 2016.,Hammamieh R,PLoS One,2016,2016/03/23,PMC4803270,,10.1371/journal.pone.0151788,1
16870942,gene expression dynamics during germline specification in mice identified by quantitative single-cell gene expression profiling,"Yabuta Y, Kurimoto K, Ohinata Y, Seki Y, Saitou M.",Biol Reprod. 2006 Nov;75(5):705-16. doi: 10.1095/biolreprod.106.053686. Epub 2006 Jul 26.,Yabuta Y,Biol Reprod,2006,2006/07/28,,,10.1095/biolreprod.106.053686,1
27078634,correction: temporal progression of pneumonic plague in blood of nonhuman primate: a transcriptomic analysis,"Hammamieh R, Muhie S, Borschel R, Gautam A, Miller SA, Chakraborty N, Jett M.",PLoS One. 2016 Apr 14;11(4):e0154006. doi: 10.1371/journal.pone.0154006. eCollection 2016.,Hammamieh R,PLoS One,2016,2016/04/15,PMC4831810,,10.1371/journal.pone.0154006,1
11056066,dynamics of gene expression in rat hepatocytes under stress,"Jayaraman A, Yarmush ML, Roth CM.",Metab Eng. 2000 Jul;2(3):239-51. doi: 10.1006/mben.2000.0153.,Jayaraman A,Metab Eng,2000,2000/11/01,,,10.1006/mben.2000.0153,1
35055737,longitudinal impact of wtc dust inhalation on rat cardiac tissue transcriptomic profiles,"Park SH, Lu Y, Shao Y, Prophete C, Horton L, Sisco M, Lee HW, Kluz T, Sun H, Costa M, Zelikoff J, Chen LC, Gorr MW, Wold LE, Cohen MD.",Int J Environ Res Public Health. 2022 Jan 14;19(2):919. doi: 10.3390/ijerph19020919.,Park SH,Int J Environ Res Public Health,2022,2022/01/21,PMC8776213,,10.3390/ijerph19020919,1
31920516,temporal changes of spinal transcriptomic profiles in mice with spinal nerve ligation,"Yu H, Zhang P, Chen YR, Wang YJ, Lin XY, Li XY, Chen G.",Front Neurosci. 2019 Dec 17;13:1357. doi: 10.3389/fnins.2019.01357. eCollection 2019.,Yu H,Front Neurosci,2019,2020/01/11,PMC6928122,,10.3389/fnins.2019.01357,0
11514330,dynamic changes in gene expression along the rat epididymis,"Jervis KM, Robaire B.",Biol Reprod. 2001 Sep;65(3):696-703. doi: 10.1095/biolreprod65.3.696.,Jervis KM,Biol Reprod,2001,2001/08/22,,,10.1095/biolreprod65.3.696,1
34936864,single-cell transcriptomic analysis of zebrafish cranial neural crest reveals spatiotemporal regulation of lineage decisions during development,"Tatarakis D, Cang Z, Wu X, Sharma PP, Karikomi M, MacLean AL, Nie Q, Schilling TF.",Cell Rep. 2021 Dec 21;37(12):110140. doi: 10.1016/j.celrep.2021.110140.,Tatarakis D,Cell Rep,2021,2021/12/22,PMC8741273,NIHMS1766435,10.1016/j.celrep.2021.110140,0
29939228,temporal transcriptomic analysis of metabolic genes in maternal organs and placenta during murine pregnancy,"Paquette A, Baloni P, Holloman AB, Nigam S, Bammler T, Mao Q, Price ND.",Biol Reprod. 2018 Dec 1;99(6):1255-1265. doi: 10.1093/biolre/ioy148.,Paquette A,Biol Reprod,2018,2018/06/26,PMC6692859,,10.1093/biolre/ioy148,1
31089188,a universal transcriptomic signature of age reveals the temporal scaling of caenorhabditis elegans aging trajectories,"Tarkhov AE, Alla R, Ayyadevara S, Pyatnitskiy M, Menshikov LI, Shmookler Reis RJ, Fedichev PO.",Sci Rep. 2019 May 14;9(1):7368. doi: 10.1038/s41598-019-43075-z.,Tarkhov AE,Sci Rep,2019,2019/05/16,PMC6517414,,10.1038/s41598-019-43075-z,1
